,Unnamed: 0,count,hate_speech,offensive_language,neither,class,text,toxic
3120,3199,3,0,1,2,2,@EmmaLouisaSuttl @timmyn90 Anyone bring in a monkey.,0
3121,3200,3,0,0,3,2,@EmmaLouisaSuttl Hit the clam chowder.Thanks for the wishes and the card,0
3126,3205,6,0,0,6,2,@EntMagazine @magisto @digitalskeptic we have a project that could lead into a military program but requires a full op mock up for testing,0
3127,3206,3,0,0,3,2,@EricBaetsle your a greaser,0
3140,3220,3,0,0,3,2,@Evan_P_Grant I can only hope Charlie Strong. #UTcoach,0
3143,3223,3,1,0,2,2,@EverybodyHatesV I read a black man tweet hot sauce is trash &amp; watermelon is overrated. I can't deal,0
3145,3225,3,0,0,3,2,@EvetteColeman lol true I just want fried Oreos,0
3146,3226,3,0,0,3,2,@ExurbanKevin birds of a feather flock together? @SubBeck,0
3147,3227,3,0,1,2,2,"@EyeOnPolitics @chrisloesch As long as its not one of those ""special brownies"" right?",0
3151,3231,3,0,1,2,2,@FIFAcom Pepe because his defending was outstanding! His tackles were accurate nd he did hos job perfectly in both legs!,0
3154,3234,3,0,0,3,2,@FaZeDAVlS @SoaR_Wvyy @SoaR_Haze @FaZeOutcsT this is gobbledy gook to me because i dont have the game,0
3158,3239,3,0,0,3,2,@Fabulousjonna_ I need some red green &amp; yellow pants &amp; helly shirts express,0
3164,3246,3,0,1,2,2,@FattyyTooRaw well Ontario is like kind of a dump now that the ghetto moved here since its cheaper to live here so.. &#128514;,0
3166,3248,3,0,1,2,2,"@FemsHaveBallz have u spent significant time in ANY ghetto, or witnessed the years of terrorism committed by police in the Black community?",0
3171,3253,3,0,1,2,2,@FightNightX @NMF4Life khan has been facing nothing but trash since his L to Garcia,0
3180,3262,3,0,1,2,2,"@FletcherMassie @TelcoAg @rcb05 Go back to mutt, Rev I style. Of course, that would necessitate running over a dog and adopting it.",0
3183,3265,3,0,0,3,2,@FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!,0
3186,3268,3,0,0,3,2,@Flyers4Cup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk,0
3188,3270,3,0,0,3,2,@FrancoisKilljoy Marshall Law! Whatever you coon,0
3204,3287,6,0,1,5,2,@Fru_Iam I seen sum of it but I'm tryin see lox n mook,0
3206,3289,3,0,1,2,2,@FuckKennyJ trash,0
3215,3299,3,1,0,2,2,@FunnyPicsDepot he's a greaser,0
3216,3300,3,0,1,2,2,"@Furrystoat For the record #NoHomo but don't care who is unless I gotta see it.. same with every sexuality even birds, dogs.. what not.",0
3229,3313,3,0,1,2,2,"@GOPBlackChick @barrackobama just said u.s.was full of nice,giving,smart ppl.I thought we were mean,unexceptional,bitter clingers?#evolved?",0
3230,3314,3,0,0,3,2,@GROUNDZERO1984 that's true in some ways. Gaming is very broad now a days tho. Everyone is a gamer with candy crush and angry birds,0
3231,3315,3,0,0,3,2,"@GWDrums @samzbikowski Oh, wait! *""can I get that photo of me playin with Creed's SIDE PROJECT by itself?"" My bad. Yeah, FOB is embarrassing",0
3235,3319,3,0,0,3,2,@GabeJGonzalez @RPopBox and a prime Leija would trash most of these 140 dudes today!,0
3240,3324,3,0,0,3,2,@GarciaC28 those nudes were trash &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;,0
3245,3329,3,0,1,2,2,"@Gertrude_Larue 
I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!",0
3260,3346,3,0,0,3,2,"@GingerDemoness @RiotCast @weirdmedicine 
I wants to call bouts my vitaligro but I ain't sho if you a doctor fo da colored folk",0
3269,3355,3,0,0,3,2,"@Gladvillian u want me to make u one of my ghetto nunchucks, they come in singles and double_ended",0
3270,3356,3,0,0,3,2,@Gladvillian_ dont get that bacon stuffed crust tho its trash,0
3285,3371,3,0,0,3,2,@GoneWithKalijah She was always a pathetic mutt desperately seeking attention &amp; a purpose. No matter what JP writes that will never change,0
3293,3379,3,0,0,3,2,@GossipCop jay-z and bey they will never be..jus trash,0
3303,3389,3,0,0,3,2,@GregHillWAAF New show:Thursdays with Jinxy broadcast from the moon it's made of chunky blue cheese you know,0
3304,3390,3,0,1,2,2,@GregHillWAAF soo what you putting on those crackers Gregg?,0
3321,3407,3,0,0,3,2,@GroteSmurf0 @illMartino @SvensTweet @KangUcup3 goh d AnoniemeAso meeting heeft weer pauze.Nog steeds niet bij hoofdstuk:hoe haal ik m'n ID?,0
3326,3412,3,0,0,3,2,@Gutta_DaDon I never really rocked with the white sole. I feel ya bro. But these!!? My favorite Foam of all time. http://t.co/lTSsn34IFJ,0
3330,3416,6,0,1,5,2,@HAUNTINGILINSKY @sorryimalex Bc @taylorcaniff is trash why would he lie about that? I told you he's real,0
3333,3419,3,1,0,2,2,@HBergHattie @snkscoyote I wonder if the progs didn't relegate young black men to the ghettos to keep them away from harry reid's friends...,0
3342,3428,3,0,1,2,2,@HalleyBrenks3 interesting #hick,0
3345,3431,3,0,1,2,2,@HarleyyyQuinn_ trash,0
3350,3436,3,0,0,3,2,@HaseenaBakhtali @steen020 @madraq Altyd zo geweest hoe vaak men ook zegt:dit nooit meer!LozeWoorden.PuntjeBijPaaltje vertonen z dierngedrag,0
3352,3438,3,1,0,2,2,@Hbt2013Mm I'll ask you same question Do you support border jumpers Do you support illegals,0
3354,3440,3,0,1,2,2,"@HeatherEliseP and plus, it's trash talk. You should know that especially with ole miss.",0
3365,3452,3,0,0,3,2,"@Helgasfishtales omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol",0
3367,3454,3,0,0,3,2,@Hendrixoxo lemme guess you wore the hilly hicks sweats/leggings &#128514;&#128514;&#127874;&#127856;&#128079;&#127825;,0
3381,3468,3,0,0,3,2,"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels",0
3389,3476,3,0,1,2,2,@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,0
3390,3477,3,0,0,3,2,@HonorChrisKyle @_tony_soprano2 Amen on this tweet. 105 mm rockets from Victor Charlie leave a lasting impression.,0
3403,3491,6,0,1,5,2,@Hovaa_ what about yellow spots?,0
3405,3493,6,0,0,6,2,@Hovaa_ your pet zebra. stripey?,0
3409,3498,3,0,1,2,2,@HuffingtonPost looks like any other little porch monkey to me!,0
3421,3510,3,0,0,3,2,@Huntermoore bout to be in ike a couple hours,0
3434,3523,3,0,0,3,2,@HuntsTheWind I wonder if I have my very own NSA spook following me by now?,0
3442,3532,3,0,0,3,2,@IAMQUEENLATIFAH @plated letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9,0
3443,3533,3,1,0,2,2,"@IAmPikey 
I wonders why dare ain't no colored folk up dare?",0
3451,3541,3,0,1,2,2,"@IHateStevenSing
I ain't to show bout dem colored diamonds you talk about on da radio. 
Any diamond you gets from a colored be stolen",0
3459,3550,3,1,0,2,2,@IMNOTMAKINGITUP Hey u just followed me not long ago. Gonna nip that in da bud. like ur bio tho. U know the white devils stole our our,0
3467,3559,6,0,1,5,2,@I_GotOne you look like flappy bird,0
3469,3561,6,1,0,5,2,@IamSaintBryan they call me yellow bone,0
3481,3574,3,0,0,3,2,@Ilovebamf Whats it say... I see bird in it... Lmao,0
3489,3582,3,0,0,3,2,@ImSooooMad guess who's eating cracker b without you,0
3497,3590,3,0,1,2,2,@ImTooMuch bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,0
3510,3604,3,0,0,3,2,@InedibleFood Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!,0
3518,3612,3,0,0,3,2,@Ish_MallyMal @JayJuice22 all trash to me,0
3519,3613,3,0,0,3,2,@Ish_MallyMal August is trash,0
3526,3620,3,0,0,3,2,@ItsKiaraaaa looks like you took a red marker and colored on your leg,0
3531,3625,3,0,1,2,2,"@ItsMander 
You tryin to say ofay?",0
3533,3627,3,0,1,2,2,@ItsMeGrizz dink now uknow thats not true,0
3553,3648,6,0,0,6,2,@JLlVE looks prime for some trash pick up,0
3562,3658,3,0,1,2,2,@JRealmo I don't think they believe in their communities ability to function w/out whitey. They choose to be hustled by big gov't...,0
3570,3666,3,0,1,2,2,@JStarrTweets I took it harder when Rivera retired. I'm not a Yankee fan but I have a lot of love and respect for em. Especially the core 4,0
3571,3667,3,0,0,3,2,@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna,0
3573,3669,3,0,0,3,2,@JT_Cameron92 or your in the ghetto,0
3586,3682,3,0,0,3,2,@J_Logan And you know best about the bird moves...!!!,0
3604,3700,3,1,0,2,2,@JamesdaJewison &lt;&lt;BEST NAME ON TWITTER EVER!! AKA; Jewbacca&lt;&lt;SECOND BEST NAME ON TWITTER!!,0
3631,3729,3,0,0,3,2,@JayJuice22 @Ish_MallyMal no song I've heard was good is what I mean by he's trash,0
3644,3744,3,0,0,3,2,@JennyJohnsonHi5 Did you say spray tan? **Charlie Crist switches back to Republican**,0
3647,3747,3,0,0,3,2,"@JennyTripleTit it's also a bird, a city, and a math theorem. I make no assumptions!",0
3665,3766,3,1,0,2,2,@JjLoveUp tranny,0
3684,3791,3,0,0,3,2,@JonJ_07 like their players really been talking trash about Bama.,0
3687,3794,3,0,0,3,2,@JonahNRO No good options left indeed. This president makes Jimmy Carter look like a piker. So sad.,0
3689,3796,3,0,0,3,2,@JonnieSantana He's definitely trash. But if Bill Cohwer or Stanford 's head coach want the job I'd hire them. With a new gm of course,0
3694,3801,3,0,0,3,2,@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?,0
3695,3802,3,0,0,3,2,"@Jpizzle651 I didn't really have one, was aware of Yankees, but always loved Dodgers uniform!",0
3696,3803,3,0,0,3,2,"@JuMosq @zachkruse2 Yep. *sobs*

I got my hopes up when a couple of the national guys (including that Kiper/McShay mock) had him slipping.",0
3701,3808,3,0,0,3,2,@JudgmentalNYer @eveisapisces it always looks so nice! I was gonna buy this yellow one,0
3716,3823,3,0,0,3,2,"@JunDishes elissa would call me trash, vile, etc.!",0
3717,3824,3,0,0,3,2,"@JunDishes get a can of WASP SPRAY. it shoots out 20 feet and cheaper than bear spay or mace, works just as good",0
3728,3835,3,0,1,2,2,@JustDoItSlow &#128530;FOREVER 21 hoes,0
3736,3843,3,0,0,3,2,@JustTooMuchCake Lmao. it bel ike that nowadays,0
3744,3851,3,0,0,3,2,"@KHShan @VictorB123 Oh but those last few that did.. Charlie, Wilma, Jeanne...",0
3762,3870,3,0,0,3,2,"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet",0
3769,3877,3,0,1,2,2,@KaylahPrettyMom lmao girlllaaaa I don't like em chunky anymore.&#128514;&#128514;&#128514;&#128514;&#128567;,0
3781,3889,3,0,0,3,2,"@KeithOlbermann I feel the same way about the bigotry and racism of using the word ""redskins"".",0
3783,3891,3,0,1,2,2,@KeiveeB yellow shirt hat turnt to da side,0
3784,3892,3,0,0,3,2,"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins",0
3786,3894,3,0,0,3,2,@KellyOsbourne do u still have ur blk. pom?,0
3791,3899,3,0,0,3,2,@KenSuttling @amhistorymuseum @Yankees He now resides on the Mantle piece.,0
3792,3900,3,0,0,3,2,@KenSuttling Certainlt not the paddies,0
3793,3901,3,0,0,3,2,@KenSuttling Man City and the Yankees have got together to form the 20th MLS club.They begin playing in 2015.,0
3795,3903,3,0,0,3,2,@KenSuttling Not taking Franks advice and he ate the yellow snow.,0
3797,3906,3,0,0,3,2,@KenSuttling The spear chuckers are flooding into Upton Park.,0
3798,3907,3,0,0,3,2,@KenSuttling Yankees beat then in the Grapefruit league the other day.,0
3799,3908,3,0,0,3,2,"@KenSuttling Yankees playing tonight in the Bronx,3rd game of the current series against the diamondbacks",0
3800,3909,3,0,0,3,2,"@KenSuttling You remember,it used to be funny coloured paper.",0
3812,3922,3,0,0,3,2,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne,0
3827,3937,3,0,0,3,2,@KingCuh @TEE_JONEZ io.. lol osi tangi! Haha a tuku ho tangible Terryn! Atunga ho fie lea lahi mai!,0
3833,3943,3,0,0,3,2,@KingHov1313 @Pr3ttyN33 song trash....,0
3839,3949,3,0,0,3,2,"@KingLuger carne asada, Gallo pinto, tajadas verde, queso frito and a salad With milca",0
3852,3963,3,0,0,3,2,"@Krbfarms @Cornfrmr Homemade Angel Food, yellow cake with half-inch chocolate frosting, Devil's Food to die for, Pecan Pie",0
3853,3964,3,0,0,3,2,"@Krbfarms @Cornfrmr I was gone once, dog ran a coon up the transformer pole, she picked it off with one shot-and still had electricity!",0
3855,3966,3,0,0,3,2,@KristynEdwards why were there penguins and a bird in the puppy bowl???,0
3858,3969,3,0,0,3,2,@Kummar_King I volunteer to be guinea pig and help test it out &#128527;&#128587;,0
3861,3972,3,0,1,2,2,@KurtBusiek well pee is oft yellow.,0
3871,3984,3,0,0,3,2,@LCisTJ ; so you about to purpose to Charlie?,0
3873,3986,3,0,1,2,2,"@LILNTHEBASEDGOD her face ugly to me, &amp; her nudes were trash.",0
3875,3989,3,0,1,2,2,@LaBugg09 &#128514;&#128514; my fault it sound like it fucc nicca,0
3883,3997,3,0,1,2,2,@LanceTHESPOKEN Statement of the Day: Ppl who RT @ChiefsatWar are even dumber than he is. The ole birds of a feather type of deal.,0
3884,3998,6,0,0,6,2,"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!",0
3885,3999,3,0,0,3,2,@LandonVanBus Charlie Day?,0
3907,4021,3,1,0,2,2,@LeonCountryBwoy your a big yute to be having slits in your brows my darg lol drop it out,0
3909,4023,3,0,0,3,2,@LessThanJR And the Yankees gave you a win. :) Happy Birthday!!,0
3918,4033,3,0,0,3,2,@LifeAsKing I've only like about 3 pair..they're overpriced trash ..,0
3921,4036,3,0,0,3,2,@LilBTheBiggsGod @Abbey_Kirkland two birds with one stone Biggs.,0
3923,4039,3,0,0,3,2,"@LilMissRightie Hey #teabagger the #benghazi thing is a joke. 13 Benghazis under Bush, no hearings. More on Benghazi than real 9-11 attack",0
3930,4046,3,0,0,3,2,@Linnlondon1 I want some clams on the half shell :-) http://t.co/uFCAjNNQTZ,0
3931,4047,3,0,0,3,2,"@LinzBella 
You date colored men?",0
3944,4061,3,0,0,3,2,"@Liveitupjersey @ccass357 don't trash Jersey...ODDS ARE..YOU WOULDN'T LAST 10 MINUTES AROUND HERE! 
Go back to watching BARNEY!",0
3945,4062,6,0,0,6,2,"@Liveitupjersey BWAHAAAA I just choked on an Oreo cookie!
I'M figuring, this may have something to do with it! http://t.co/62S7BgMYPX",0
3950,4067,3,0,1,2,2,@LoLDyrus It's retarded. Ignore the harlem shake fad and hope it goes away soon.,0
3960,4077,3,0,0,3,2,@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.,0
3965,4083,3,0,0,3,2,@Lucci_Dpc What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?,0
3966,4084,3,0,1,2,2,@LuckyL3FT @najmaaa_ali yellow bone be oh so easy wit da name callin b,0
3974,4092,3,0,1,2,2,@Lvl_7_Eevee @UnicornCowboy @hisorraya I just wanted brownies man,0
3975,4093,3,0,0,3,2,@Lvl_7_Eevee @UnicornCowboy @hisorraya I'll trade you one car drift for brownies.,0
3979,4097,3,0,0,3,2,"@MAGNEDETH But seriously, it's the only reason I use a Mega whatsoever. Pure favoritism. Also those sweet fuzzy wings.",0
3984,4102,3,0,0,3,2,@MC_JayTee lol I already made it. I'm waiting on my brownies to finish &#128526;,0
3994,4113,3,0,0,3,2,@MSoltan18 @Jordan23Junkies it's supposed to be grey with speckled blue midsole and the soles are more yellow than icy so pass,0
3995,4114,3,0,0,3,2,"@MSoltan18 @KoredeB9 I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points",0
3999,4118,3,0,0,3,2,@M_A_Larson @SteveStreza You're saying zebras are goth?,0
4001,4120,3,0,0,3,2,"@M_RagingBabe I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves",0
4010,4129,3,0,0,3,2,@MaddSlander &#128514; welcome back b.. without your daily rants my TL was trash af,0
4012,4132,3,0,0,3,2,@MahNameIsJared be my guest. I want to be a bird I think,0
4032,4152,3,0,0,3,2,"@MarieJoseGMH @DWB666 @seahopke @zenterrorist86 tegenwoordig weet je ook al niet wat voor vlees je eet,voor je t weet is t zebra of een aap",0
4035,4156,3,0,1,2,2,@MarkB_LifeStyle @SportsCenter @Athletics Cant the Yankees make some last weeks moves??,0
4045,4166,3,0,0,3,2,@Mathanugg You mean the one I colored with crayons isn't copacetic?,0
4047,4168,3,0,0,3,2,"@MattLaCasse His do not, until playoffs. But luckily, this means that any future kid will definitely root for the Yanks. #priorities",0
4060,4182,7,0,0,7,2,@McKinseey the grass is greener on the other side of the fence of course it's also a soggy septic field,0
4061,4183,3,0,0,3,2,"@McLaffyTaffy ""The Yankees of football"" was the funniest part of your latest video. Sincerely, all of Pittsburgh.",0
4062,4184,3,0,0,3,2,@McLaffyTaffy Reason #2 I didn't order a shirt: Taffy will know where I live and he would probably find me and stab me.,0
4066,4188,6,0,0,6,2,@Mdnate interested. Just wanted to see a better pic of the soles,0
4077,4199,3,0,0,3,2,@MeowMariss i thought i was the ghetto word for babe,0
4089,4211,3,0,0,3,2,@Mick_Peddicord8 thank you again mick,0
4092,4214,3,0,1,2,2,@Midnight_Snacka @Nick_504_ u look like that fat kid on Charlie walker the that got stuck it the chocolate tube.,0
4102,4224,3,0,0,3,2,@MidwestXPride have her learn the first 30 seconds of Flesh and the Power it Holds- Death. That riff would be cool for a bird to do lol,0
4108,4230,3,0,0,3,2,@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.,0
4110,4232,3,0,0,3,2,"@MikeLuckas Oh, me, too! Pain meds just made my brain fuzzy and though Banjo Kazooie for a sec.",0
4115,4237,3,0,0,3,2,@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps,0
4122,4244,3,0,0,3,2,@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,0
4126,4248,6,0,1,5,2,@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1,0
4128,4250,3,0,0,3,2,@Miseducated411: Your mind is free and your soul. satan will present to u in his kingdom the things that mock u. Stay strong in Yahshua...,0
4129,4251,3,0,1,2,2,"@Misplaced_Momma 
Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. 
You eva b wit colored men?",0
4135,4257,3,0,0,3,2,@MissMulgra Starts making monkey faces behind you,0
4136,4258,4,0,1,3,2,@MissRobinV that pic with the red bone in braids and that tiger in the back for sale?,0
4137,4259,3,0,0,3,2,@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.,0
4138,4260,3,0,0,3,2,@MissYankee @Sportsteamnews Looking at the Royals and wondering what could have been if we didn't decimate the Yankee farm system.,0
4142,4264,3,0,1,2,2,@Misters206 You look like a monkey,0
4145,4267,3,0,0,3,2,@MitchVorce sheeze a yellow bone,0
4166,4288,3,0,0,3,2,"@Morning_Joe If NBC has elected you to be a spokesman for NBC they are in a lot of trouble. I and friends will no longer watch NBC trash

1",0
4172,4294,3,0,0,3,2,@Mr2damngood4u AS IN&gt; #nature #biology&gt; Dogs don't eat each other as much as birds do. Not everything is as it seems in human terms.,0
4174,4296,3,0,0,3,2,"@MrFayoh Im a proud wacko bird, how bout you?",0
4192,4315,3,0,0,3,2,@Mr_Ritchie_J 5 of us decided to drink Everclear and go to a Yankees game.. Only two made it to their seat,0
4194,4318,3,0,0,3,2,"@MrsZookeeper @Cornfrmr When Mary asked him about it, said ""the part you eat is white-you throw the yellow away""",0
4202,4326,6,0,1,5,2,@MurdaaaMike @yfly23 wow I can put slit trophies against u in those,0
4215,4339,3,0,0,3,2,@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?,0
4216,4340,3,0,1,2,2,"@NG5_ Thirsty Giants are always like ""ho, ho, ho""",0
4222,4346,3,0,1,2,2,@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look,0
4223,4347,3,0,0,3,2,"@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews",0
4224,4348,3,0,1,2,2,"@NYRKelsMads 
Dat damn dog eats betta den most colored folk do.",0
4226,4350,3,0,0,3,2,"@NYRKelsMads 
I be wishin you was local. I takes you to da Yankee game and spoil you",0
4227,4351,3,0,0,3,2,"@NYRKelsMads 
I gots to be bein colored and all",0
4229,4354,3,0,0,3,2,"@NYRKelsMads 
You never survive in da colored hood",0
4232,4357,3,0,0,3,2,"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees",0
4233,4358,3,0,1,2,2,"@NYRKelsMads @popup82 Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one",0
4244,4369,3,0,0,3,2,@Nashgrier purple monkey,0
4253,4379,3,0,1,2,2,@Nazario1017 I feel that.. i see nothing wrong with the gta killing bc it's not the sole purpose of the game,0
4254,4380,3,0,0,3,2,@Ncoleycole u still a mutt tho lol,0
4255,4381,6,1,1,4,2,@Ncoleycole y u not on the monkey bars too lol,0
4261,4387,3,1,0,2,2,@NeonTreezz @PoCBeauty ......so.....white people selling #African art? NOT COOL? Okay. #blackish #redskins #doublestandard,0
4270,4396,3,0,1,2,2,@NicoleADietrich chug pee,0
4278,4405,3,0,1,2,2,@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!,0
4283,4410,3,0,0,3,2,@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation,0
4285,4412,3,0,0,3,2,@NoMeatballs @mtaraban is so excited about his red velvet brownie.,0
4286,4413,3,0,0,3,2,@NoMeek_JustMilz If they trash in yr 3 or 4 he'll waive it lol,0
4287,4414,3,0,0,3,2,"@NoShtickZone Charlie Brown
A Christmas Story
Rudolph, but only because of the island of misfit toys.",0
4292,4419,3,0,0,3,2,@NotEvanLarkin @bbcollins32 birds of a feather flock together y'all &#128037;&#128035;,0
4299,4426,3,0,0,3,2,@Notsosweetpea I like brownies &#128546;,0
4300,4427,6,0,1,5,2,@Notsosweetpea SOO when we hanging out and makin brownies!!,0
4314,4441,3,0,1,2,2,"@OG_Dakota lemme just throw a 302 in it, how's the tranny??",0
4319,4446,3,0,1,2,2,@OMFGITSOSCAR basic trash,0
4330,4458,3,0,1,2,2,@OfficialCCane naah da twitter bird &#128542;,0
4336,4464,3,0,0,3,2,@OlTimeBaseball @Yankees @PaulONeillYES that matters ?,0
4337,4465,3,0,0,3,2,@OldManRo you should check it out... it aint animated and has Charlie Murphy in it,0
4352,4480,3,0,0,3,2,@OriginvlEpic in the trash,0
4370,4499,3,0,0,3,2,@PCMag Overpriced complete trash. Not even debatable.,0
4376,4506,3,0,0,3,2,@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.,0
4387,4517,3,0,0,3,2,@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,0
4395,4525,3,0,1,2,2,@Paulyy2 nah some honkey lookin dude at chr,0
4401,4531,3,0,0,3,2,@Pepper_Redbone @Yankees @Mets Exactly by folks who can't favor to get into that lovely old stadium.,0
4402,4532,3,0,0,3,2,@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.,0
4403,4533,3,0,0,3,2,@Pepper_Redbone @Yankees @Mets I miss the pizza! The passion.,0
4404,4534,3,0,1,2,2,@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??,0
4405,4535,3,0,0,3,2,@Pepper_Redbone @Yankees Just getting in! I hope so. Cause they stunk it up last night.,0
4408,4538,3,0,0,3,2,"@Persianboi10 @RyanTBurnss HAHAHA ""chunky goalkeeper makes a save with his stomach""",0
4410,4540,3,0,0,3,2,@PeterClifford1 @Penny_G @AngryBraveHeart @SheikhKhalifaPM love H.birds! Used to feed them when I lived in WA state. Hv them on mtn in S.Ore,0
4411,4541,3,0,0,3,2,"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?",0
4412,4542,3,0,0,3,2,@PhilHecken I don&#8217;t understand how it&#8217;s weak to give anything to Jeter when the Astros barely have any history with the Yankees,0
4416,4547,3,0,1,2,2,@Pinche_Escobar too make up for your yellow chompers? #candyass,0
4419,4550,3,0,0,3,2,"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?",0
4426,4557,3,0,1,2,2,@PowlengMawi yung nakalagay sa second page ng handout na may closed ended questions etc. Tapos lalagay sa 1/2 yellow pad,0
4434,4565,3,0,1,2,2,"@PrinceDemitri @TheWeek @russlljones Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it.",0
4440,4571,3,0,1,2,2,@Progress4Ohio @msnbc @meetthepress Would not spend my money on trash like that!,0
4445,4576,3,0,0,3,2,@ProsperINDIA ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-),0
4447,4578,3,0,0,3,2,@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....,0
4448,4579,3,0,0,3,2,"@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",0
4452,4583,3,0,0,3,2,"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.",0
4459,4591,3,0,0,3,2,@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;,0
4482,4614,3,0,0,3,2,"@RainCaudillo word. Do any of ur decisions include anchor, feather, infinity sign, bird?",0
4483,4615,3,0,0,3,2,"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)",0
4489,4621,3,0,0,3,2,@RatchetSue the only thing better than a bargain is a Yankee bargain.,0
4493,4625,3,0,0,3,2,@Rawker8 @Ronnie2K @NBA2K get some money and stop playing that old trash.,0
4497,4629,3,0,0,3,2,"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go""",0
4504,4636,3,0,1,2,2,@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..,0
4511,4643,3,0,0,3,2,@RebellBlume Hats on us not trash tho lol,0
4525,4657,3,0,0,3,2,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo,0
4533,4665,3,0,0,3,2,@RichardEngel ugh..and lemme guess they have yellow cake too? Heard this story before..,0
4554,4688,3,0,0,3,2,@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol,0
4557,4691,3,0,0,3,2,"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive",0
4566,4702,6,1,1,4,2,@RonanFarrow Yeah we know about Anglo-American principles.#slavery #hate #racism,0
